time0,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17,time18,time19,type
0.6197498050974481,0.9601522657670112,0.9560611861412907,0.9353828012884703,0.8993954539345455,0.855643238467369,0.8847932649898957,0.909352495140775,0.8130911327427701,0.8801498132704935,0.8501900826932175,0.8287822865090265,0.8209336696779435,0.8007414153198821,0.8009360426773511,0.8119351810187342,0.8070425502437294,0.7863674909698792,0.7119044152736754,0.700743478875507,1
0.20256172925193858,0.9117938423106612,0.8068857927203361,0.7478561112777675,0.7679345093745863,0.6329155499796786,0.638368742584551,0.638357415926648,0.6049811231993337,0.6107220557331388,0.5819352109901083,0.5507301862429086,0.5316737443592402,0.5722115022041772,0.536185510643477,0.4830400085253762,0.4585425605501093,0.4876101020518629,0.40111601998443597,0.359501102439586,1
0.4062505562689087,0.88672593829705,0.8833110449643559,0.8804978599856992,0.8545379432936258,0.8876048295953257,0.8585073638010035,0.8334878623814851,0.8132681833903608,0.7760767820005683,0.7786265065135174,0.7428794382414444,0.7718729738727156,0.701222841784308,0.694579278627727,0.6502969270444886,0.6008283727145547,0.581035604136879,0.518821177035226,0.4894108764747913,1
0.1967766546110823,0.9518384826325036,0.901578707618094,0.8541686015729255,0.789371867328168,0.747157041130106,0.7291564680657209,0.6968718466241054,0.5954274458080947,0.6514786503802371,0.5814298386020229,0.6307214435319916,0.6438939449213702,0.5490763805643237,0.5188910546062037,0.5518598008616973,0.5732294707803254,0.4819179014394841,0.3431481488071503,0.3047964009631241,1
0.4215180602980184,0.8248254066885452,0.7688645051439593,0.7664317842084342,0.8210020252497807,0.7375355252813399,0.7971514418621855,0.6874887362993517,0.7179922994311575,0.6939926046437637,0.7372448069724455,0.7082323229445117,0.6458900397838441,0.6757305610695726,0.5842351175072271,0.6371011100751669,0.5323834825231955,0.4711104905417836,0.40188645849831567,0.35365957540737397,1
0.08582992348658174,0.990572310482845,0.8781998222083695,0.8881401171977625,0.8870555458038452,0.8066836756800801,0.7349128780091981,0.7082606887333314,0.6955712344953969,0.6787111613118864,0.6748706241158877,0.6985787071293525,0.6688965595235304,0.6232014596688474,0.6806218895792613,0.5409745069534242,0.3702799085850563,0.4089413739617397,0.29534458775203787,0.24573691154052257,1
0.40069326418515305,1.0,0.9506647732528911,0.967916737429159,0.9004641081217051,0.8494844328424423,0.8465678657103813,0.7787247758481902,0.807887055780461,0.6671384170786394,0.645862607728863,0.6297493738805806,0.6558885217837178,0.6450108354625956,0.5936186672591987,0.5963153857797353,0.5677580292715341,0.459471942100977,0.4392663780621912,0.47563886837500247,1
0.5967415351282535,0.9783688299143101,0.9105664788865213,0.9254543950393409,0.9572812480420588,0.9147399130062874,0.8586776798483502,0.8719073159474652,0.8701595279148151,0.8141580154791989,0.8354000612455147,0.8052363402054868,0.8130434009260583,0.7125658589233063,0.7496153567534897,0.6828401072968713,0.6967171273023615,0.6934097287391091,0.6959583965975001,0.6137987815035536,1
0.16954186324745898,0.9496129574690255,0.890971238940098,0.8019523850874601,0.8185159810939278,0.802230785679274,0.755809284202486,0.6924957401370951,0.69246803319186,0.6194547448536183,0.5270455386316998,0.5358280707447356,0.493339961713153,0.4631684093088327,0.4906394660664654,0.3985701894552271,0.3784730195576786,0.35130919785854303,0.3103944675723826,0.20206493778463908,1
0.22229978650904783,0.971557540358193,0.875573958494608,0.8714936997257301,0.6866071610766655,0.6585505626280708,0.695386084015822,0.6756581664737663,0.5734556477001586,0.5735580004228676,0.5961024983116495,0.5273852839976371,0.4996682896355987,0.5049539893405517,0.5218112060287861,0.461031284989952,0.33420863126092526,0.33934542247469723,0.22485865152600246,0.10975729976849644,1
0.457285228746692,1.0,0.8415152800934795,0.8941155166626202,0.7909292581720958,0.8173227031102062,0.7806782542314992,0.7936873806215806,0.7210262040979266,0.7072295221240039,0.7797944615218478,0.7128819793190907,0.7376136073921289,0.6635900842816418,0.707294739115491,0.6270135947148268,0.6152717027996649,0.6060752783531136,0.5565929700211726,0.45771948636457477,1
